Name,Country,Brand,Categories,Type,Tasting Notes,ABV,IBU,Calories Per Serving (12 OZ/0.35L),Carbs Per Serving (12 OZ/0.35L),Food Pairing,Suggested Serving Temperature,Rating,Rate Count,Price,Volume,Description
Beer B,Country C,Brand B,Category B,Type A,Note B,3.0,16,146,19.0,Food Pairing B,Chilled,1.6,287,18.4,12 OZ/0.35L,Beer description
Beer A,Country A,Brand B,Category A,Type A,Note A,6.0,83,224,27.0,Food Pairing A,Room temperature,3.6,321,13.15,12 OZ/0.35L,Beer description
Beer D,Country B,Brand A,Category A,Type A,Note B,4.0,92,286,2.0,Food Pairing A,Room temperature,4.6,189,6.36,12 OZ/0.35L,Beer description
Beer B,Country A,Brand C,Category C,Type A,Note B,12.0,99,191,13.0,Food Pairing A,Room temperature,1.9,412,4.42,12 OZ/0.35L,Beer description
Beer B,Country C,Brand A,Category C,Type B,Note B,10.0,64,185,7.0,Food Pairing C,Room temperature,3.3,290,17.09,12 OZ/0.35L,Beer description
Beer C,Country C,Brand C,Category C,Type A,Note C,8.0,3,243,5.0,Food Pairing C,Cold,4.4,100,6.14,12 OZ/0.35L,Beer description
Beer A,Country A,Brand B,Category C,Type B,Note A,11.0,60,106,14.0,Food Pairing C,Chilled,3.5,39,12.79,12 OZ/0.35L,Beer description
Beer B,Country A,Brand B,Category A,Type C,Note A,6.0,69,134,14.0,Food Pairing A,Room temperature,3.7,217,1.01,12 OZ/0.35L,Beer description
Beer D,Country A,Brand A,Category C,Type C,Note C,8.0,36,197,22.0,Food Pairing A,Cold,2.6,206,17.81,12 OZ/0.35L,Beer description
Beer B,Country B,Brand C,Category B,Type C,Note C,9.0,89,236,11.0,Food Pairing A,Room temperature,1.0,431,12.02,12 OZ/0.35L,Beer description
Beer A,Country B,Brand A,Category C,Type C,Note B,10.0,97,194,17.0,Food Pairing B,Room temperature,2.6,254,7.58,12 OZ/0.35L,Beer description
Beer B,Country A,Brand C,Category B,Type C,Note B,10.0,92,292,16.0,Food Pairing C,Cold,4.1,37,11.39,12 OZ/0.35L,Beer description
Beer C,Country B,Brand B,Category C,Type B,Note C,8.0,8,170,20.0,Food Pairing A,Chilled,4.9,312,16.52,12 OZ/0.35L,Beer description
Beer A,Country B,Brand A,Category C,Type B,Note A,9.0,73,237,13.0,Food Pairing A,Chilled,2.0,175,4.3,12 OZ/0.35L,Beer description
Beer B,Country A,Brand C,Category C,Type A,Note A,5.0,96,219,16.0,Food Pairing C,Cold,2.7,491,4.78,12 OZ/0.35L,Beer description
Beer A,Country C,Brand C,Category B,Type C,Note C,7.0,40,143,6.0,Food Pairing B,Cold,1.9,141,5.51,12 OZ/0.35L,Beer description
Beer A,Country B,Brand A,Category B,Type C,Note A,11.0,21,102,19.0,Food Pairing B,Cold,3.9,202,10.8,12 OZ/0.35L,Beer description
Beer E,Country B,Brand A,Category B,Type A,Note C,11.0,13,264,28.0,Food Pairing C,Chilled,3.7,63,10.57,12 OZ/0.35L,Beer description
Beer B,Country A,Brand C,Category B,Type B,Note A,6.0,43,156,24.0,Food Pairing C,Room temperature,2.1,271,12.39,12 OZ/0.35L,Beer description
Beer A,Country B,Brand B,Category B,Type A,Note C,3.0,32,193,25.0,Food Pairing A,Cold,3.7,78,7.3,12 OZ/0.35L,Beer description
Beer E,Country A,Brand A,Category A,Type A,Note B,7.0,34,297,7.0,Food Pairing B,Cold,2.8,44,18.72,12 OZ/0.35L,Beer description
Beer E,Country C,Brand C,Category C,Type C,Note A,6.0,33,141,18.0,Food Pairing A,Room temperature,3.0,261,15.06,12 OZ/0.35L,Beer description
Beer C,Country C,Brand C,Category B,Type A,Note C,10.0,4,175,13.0,Food Pairing B,Cold,3.2,348,19.13,12 OZ/0.35L,Beer description
Beer C,Country C,Brand C,Category A,Type C,Note B,6.0,67,192,22.0,Food Pairing B,Chilled,1.0,92,13.54,12 OZ/0.35L,Beer description
Beer B,Country C,Brand A,Category A,Type C,Note B,12.0,28,278,17.0,Food Pairing C,Room temperature,1.2,252,5.2,12 OZ/0.35L,Beer description
Beer D,Country A,Brand A,Category C,Type C,Note B,10.0,34,284,1.0,Food Pairing B,Cold,3.0,232,16.44,12 OZ/0.35L,Beer description
Beer B,Country B,Brand B,Category A,Type A,Note C,10.0,98,106,26.0,Food Pairing B,Room temperature,2.3,74,6.84,12 OZ/0.35L,Beer description
Beer C,Country B,Brand C,Category C,Type A,Note B,8.0,65,168,16.0,Food Pairing B,Cold,4.6,397,6.85,12 OZ/0.35L,Beer description
Beer C,Country B,Brand A,Category C,Type B,Note C,7.0,62,167,30.0,Food Pairing B,Cold,3.7,282,3.16,12 OZ/0.35L,Beer description
Beer E,Country B,Brand B,Category A,Type A,Note B,5.0,62,206,20.0,Food Pairing B,Chilled,3.7,461,17.28,12 OZ/0.35L,Beer description
Beer C,Country B,Brand C,Category A,Type A,Note A,11.0,51,284,23.0,Food Pairing C,Cold,2.8,83,17.37,12 OZ/0.35L,Beer description
Beer C,Country B,Brand C,Category C,Type C,Note B,6.0,96,167,11.0,Food Pairing A,Chilled,4.7,53,3.2,12 OZ/0.35L,Beer description
Beer D,Country B,Brand A,Category B,Type B,Note C,9.0,40,145,3.0,Food Pairing A,Cold,3.4,476,19.03,12 OZ/0.35L,Beer description
Beer B,Country B,Brand A,Category B,Type A,Note A,5.0,81,197,5.0,Food Pairing C,Room temperature,1.1,89,14.18,12 OZ/0.35L,Beer description
Beer B,Country C,Brand B,Category A,Type A,Note A,12.0,18,187,7.0,Food Pairing C,Cold,2.3,110,15.67,12 OZ/0.35L,Beer description
Beer C,Country B,Brand A,Category C,Type C,Note A,5.0,19,196,27.0,Food Pairing B,Cold,2.9,461,11.15,12 OZ/0.35L,Beer description
Beer B,Country A,Brand A,Category A,Type B,Note B,6.0,51,272,7.0,Food Pairing C,Cold,2.6,440,12.97,12 OZ/0.35L,Beer description
Beer E,Country B,Brand A,Category B,Type B,Note A,5.0,58,286,29.0,Food Pairing B,Chilled,4.6,129,8.44,12 OZ/0.35L,Beer description
Beer E,Country B,Brand C,Category A,Type A,Note A,8.0,93,230,13.0,Food Pairing A,Chilled,2.9,165,14.05,12 OZ/0.35L,Beer description
Beer D,Country B,Brand B,Category B,Type A,Note C,10.0,68,123,3.0,Food Pairing C,Room temperature,3.2,182,18.19,12 OZ/0.35L,Beer description
Beer C,Country C,Brand C,Category C,Type A,Note A,4.0,85,193,19.0,Food Pairing C,Chilled,2.2,311,19.1,12 OZ/0.35L,Beer description
Beer B,Country A,Brand A,Category C,Type B,Note C,5.0,3,233,22.0,Food Pairing B,Chilled,4.6,173,18.91,12 OZ/0.35L,Beer description
Beer A,Country A,Brand B,Category C,Type B,Note C,9.0,8,252,20.0,Food Pairing B,Cold,4.7,205,2.39,12 OZ/0.35L,Beer description
Beer B,Country A,Brand B,Category B,Type A,Note B,11.0,6,135,26.0,Food Pairing C,Room temperature,2.6,376,3.97,12 OZ/0.35L,Beer description
Beer C,Country A,Brand A,Category B,Type C,Note C,5.0,3,212,19.0,Food Pairing A,Chilled,3.8,56,9.9,12 OZ/0.35L,Beer description
Beer E,Country A,Brand B,Category C,Type B,Note C,10.0,28,165,28.0,Food Pairing B,Room temperature,2.6,408,4.44,12 OZ/0.35L,Beer description
Beer A,Country B,Brand B,Category B,Type C,Note B,7.0,81,221,1.0,Food Pairing A,Room temperature,2.1,218,17.38,12 OZ/0.35L,Beer description
Beer C,Country B,Brand C,Category B,Type B,Note C,11.0,45,244,29.0,Food Pairing C,Chilled,2.5,109,11.79,12 OZ/0.35L,Beer description
Beer A,Country A,Brand B,Category B,Type A,Note C,11.0,60,147,0.0,Food Pairing B,Cold,3.1,199,7.35,12 OZ/0.35L,Beer description
Beer B,Country A,Brand B,Category B,Type B,Note B,4.0,12,245,22.0,Food Pairing C,Cold,2.3,50,14.04,12 OZ/0.35L,Beer description
Beer B,Country B,Brand A,Category C,Type C,Note C,11.0,65,296,19.0,Food Pairing A,Cold,3.7,384,6.26,12 OZ/0.35L,Beer description
Beer E,Country B,Brand A,Category C,Type A,Note B,9.0,45,198,1.0,Food Pairing C,Room temperature,3.9,273,11.6,12 OZ/0.35L,Beer description
Beer C,Country B,Brand A,Category C,Type A,Note B,3.0,8,209,25.0,Food Pairing B,Room temperature,2.8,252,19.02,12 OZ/0.35L,Beer description
Beer A,Country B,Brand C,Category B,Type B,Note A,7.0,1,282,1.0,Food Pairing B,Chilled,1.8,445,19.41,12 OZ/0.35L,Beer description
Beer E,Country C,Brand C,Category C,Type C,Note C,3.0,23,292,9.0,Food Pairing A,Cold,2.4,105,2.19,12 OZ/0.35L,Beer description
Beer A,Country A,Brand B,Category B,Type B,Note C,9.0,42,295,26.0,Food Pairing B,Chilled,4.9,368,2.75,12 OZ/0.35L,Beer description
Beer A,Country A,Brand B,Category B,Type C,Note B,7.0,55,189,19.0,Food Pairing C,Cold,2.4,224,12.71,12 OZ/0.35L,Beer description
Beer A,Country B,Brand C,Category A,Type A,Note A,9.0,86,118,24.0,Food Pairing A,Chilled,4.3,342,18.37,12 OZ/0.35L,Beer description
Beer E,Country A,Brand C,Category B,Type B,Note A,9.0,66,268,28.0,Food Pairing A,Room temperature,1.7,77,19.51,12 OZ/0.35L,Beer description
Beer B,Country A,Brand A,Category A,Type A,Note A,6.0,14,159,30.0,Food Pairing C,Cold,3.5,190,10.02,12 OZ/0.35L,Beer description
Beer B,Country B,Brand A,Category C,Type C,Note A,9.0,51,168,15.0,Food Pairing A,Room temperature,2.7,163,16.13,12 OZ/0.35L,Beer description
Beer D,Country A,Brand C,Category B,Type C,Note C,11.0,23,221,5.0,Food Pairing A,Cold,2.7,74,4.78,12 OZ/0.35L,Beer description
Beer D,Country C,Brand B,Category C,Type B,Note B,10.0,87,164,12.0,Food Pairing B,Chilled,4.4,130,10.53,12 OZ/0.35L,Beer description
Beer C,Country B,Brand B,Category A,Type C,Note A,4.0,39,196,17.0,Food Pairing B,Chilled,3.7,223,13.63,12 OZ/0.35L,Beer description
Beer D,Country C,Brand A,Category B,Type C,Note B,9.0,61,227,11.0,Food Pairing A,Chilled,2.0,153,14.46,12 OZ/0.35L,Beer description
Beer D,Country B,Brand B,Category A,Type A,Note A,5.0,83,116,4.0,Food Pairing B,Room temperature,1.9,307,16.98,12 OZ/0.35L,Beer description
Beer A,Country C,Brand C,Category A,Type B,Note C,9.0,57,169,28.0,Food Pairing B,Chilled,4.9,465,1.04,12 OZ/0.35L,Beer description
Beer D,Country C,Brand A,Category C,Type C,Note B,10.0,38,253,11.0,Food Pairing B,Cold,1.9,210,4.03,12 OZ/0.35L,Beer description
Beer E,Country C,Brand A,Category C,Type B,Note B,6.0,59,114,25.0,Food Pairing C,Chilled,2.8,453,6.76,12 OZ/0.35L,Beer description
Beer E,Country A,Brand A,Category C,Type B,Note B,5.0,7,223,17.0,Food Pairing C,Room temperature,2.6,429,6.49,12 OZ/0.35L,Beer description
Beer D,Country C,Brand B,Category B,Type C,Note A,12.0,98,267,7.0,Food Pairing B,Room temperature,1.8,181,1.24,12 OZ/0.35L,Beer description
Beer A,Country B,Brand B,Category C,Type A,Note C,4.0,28,297,21.0,Food Pairing A,Cold,4.0,34,16.08,12 OZ/0.35L,Beer description
Beer C,Country B,Brand C,Category A,Type C,Note A,11.0,84,293,14.0,Food Pairing C,Chilled,1.0,164,13.87,12 OZ/0.35L,Beer description
Beer A,Country B,Brand C,Category C,Type B,Note B,10.0,69,198,11.0,Food Pairing B,Chilled,4.1,301,8.48,12 OZ/0.35L,Beer description
Beer C,Country B,Brand C,Category C,Type C,Note B,9.0,46,296,18.0,Food Pairing A,Room temperature,4.6,435,15.34,12 OZ/0.35L,Beer description
Beer C,Country B,Brand B,Category B,Type A,Note C,8.0,44,255,27.0,Food Pairing C,Room temperature,4.8,352,11.73,12 OZ/0.35L,Beer description
Beer A,Country B,Brand B,Category B,Type A,Note B,3.0,11,224,28.0,Food Pairing C,Chilled,4.1,203,10.34,12 OZ/0.35L,Beer description
Beer E,Country A,Brand C,Category C,Type B,Note B,4.0,38,272,16.0,Food Pairing C,Chilled,4.8,247,9.51,12 OZ/0.35L,Beer description
Beer B,Country A,Brand C,Category C,Type A,Note A,7.0,73,295,29.0,Food Pairing C,Cold,1.7,232,14.34,12 OZ/0.35L,Beer description
Beer B,Country A,Brand A,Category A,Type C,Note C,10.0,67,126,10.0,Food Pairing A,Cold,4.2,369,12.83,12 OZ/0.35L,Beer description
Beer A,Country C,Brand C,Category A,Type B,Note B,3.0,21,115,16.0,Food Pairing C,Chilled,4.8,147,15.54,12 OZ/0.35L,Beer description
Beer D,Country C,Brand B,Category A,Type A,Note C,4.0,22,128,3.0,Food Pairing B,Cold,2.9,345,14.81,12 OZ/0.35L,Beer description
Beer C,Country C,Brand C,Category C,Type A,Note B,7.0,83,243,4.0,Food Pairing B,Chilled,4.2,432,19.49,12 OZ/0.35L,Beer description
Beer D,Country A,Brand C,Category A,Type C,Note C,11.0,78,251,29.0,Food Pairing A,Room temperature,4.1,395,6.27,12 OZ/0.35L,Beer description
Beer C,Country A,Brand C,Category C,Type C,Note A,4.0,11,178,1.0,Food Pairing B,Cold,1.1,191,4.97,12 OZ/0.35L,Beer description
Beer C,Country C,Brand A,Category B,Type C,Note B,12.0,39,200,14.0,Food Pairing B,Cold,2.8,291,14.18,12 OZ/0.35L,Beer description
Beer C,Country C,Brand A,Category C,Type B,Note C,9.0,69,290,4.0,Food Pairing B,Cold,4.0,247,13.16,12 OZ/0.35L,Beer description
Beer C,Country A,Brand B,Category A,Type A,Note C,10.0,35,177,21.0,Food Pairing A,Cold,4.3,47,8.46,12 OZ/0.35L,Beer description
Beer E,Country C,Brand A,Category C,Type A,Note C,8.0,71,185,10.0,Food Pairing C,Cold,4.6,373,13.86,12 OZ/0.35L,Beer description
Beer C,Country C,Brand C,Category B,Type A,Note C,7.0,35,272,22.0,Food Pairing A,Chilled,1.6,37,1.76,12 OZ/0.35L,Beer description
Beer C,Country C,Brand C,Category B,Type A,Note C,4.0,11,260,13.0,Food Pairing C,Cold,2.5,294,2.19,12 OZ/0.35L,Beer description
Beer E,Country C,Brand B,Category C,Type A,Note C,8.0,19,296,17.0,Food Pairing B,Chilled,3.8,33,2.15,12 OZ/0.35L,Beer description
Beer A,Country B,Brand A,Category B,Type A,Note A,6.0,27,140,13.0,Food Pairing C,Cold,1.8,57,5.78,12 OZ/0.35L,Beer description
Beer D,Country A,Brand B,Category A,Type A,Note A,3.0,18,155,23.0,Food Pairing C,Chilled,4.9,16,2.11,12 OZ/0.35L,Beer description
Beer E,Country C,Brand A,Category C,Type A,Note C,11.0,57,232,20.0,Food Pairing C,Chilled,1.9,209,4.09,12 OZ/0.35L,Beer description
Beer D,Country B,Brand A,Category A,Type A,Note A,8.0,82,122,16.0,Food Pairing A,Chilled,1.7,471,19.03,12 OZ/0.35L,Beer description
Beer C,Country C,Brand C,Category B,Type B,Note A,5.0,20,122,29.0,Food Pairing C,Room temperature,3.5,225,8.89,12 OZ/0.35L,Beer description
Beer C,Country B,Brand B,Category A,Type C,Note C,11.0,39,264,1.0,Food Pairing B,Cold,2.4,80,8.73,12 OZ/0.35L,Beer description
Beer B,Country B,Brand B,Category A,Type C,Note A,6.0,18,172,23.0,Food Pairing A,Chilled,3.4,490,16.75,12 OZ/0.35L,Beer description
Beer D,Country C,Brand A,Category A,Type B,Note B,4.0,7,232,17.0,Food Pairing A,Cold,2.7,47,13.42,12 OZ/0.35L,Beer description
Beer D,Country B,Brand C,Category B,Type B,Note B,3.0,66,150,1.0,Food Pairing C,Chilled,4.5,440,2.82,12 OZ/0.35L,Beer description
Beer A,Country A,Brand B,Category C,Type A,Note C,10.0,28,112,14.0,Food Pairing C,Room temperature,1.0,400,8.83,12 OZ/0.35L,Beer description
Beer E,Country C,Brand A,Category A,Type B,Note A,9.0,67,209,19.0,Food Pairing B,Room temperature,2.1,254,13.43,12 OZ/0.35L,Beer description
Beer D,Country B,Brand C,Category B,Type A,Note C,4.0,52,283,25.0,Food Pairing A,Cold,2.4,142,12.11,12 OZ/0.35L,Beer description
Beer A,Country A,Brand C,Category C,Type C,Note B,4.0,10,204,0.0,Food Pairing B,Chilled,3.2,490,12.06,12 OZ/0.35L,Beer description
Beer D,Country C,Brand A,Category C,Type A,Note A,7.0,16,168,2.0,Food Pairing B,Chilled,4.4,429,17.04,12 OZ/0.35L,Beer description
Beer E,Country C,Brand B,Category A,Type B,Note B,8.0,24,156,16.0,Food Pairing B,Cold,3.9,246,9.11,12 OZ/0.35L,Beer description
Beer C,Country C,Brand A,Category A,Type B,Note B,7.0,18,231,7.0,Food Pairing B,Room temperature,2.0,481,15.81,12 OZ/0.35L,Beer description
Beer D,Country C,Brand B,Category C,Type C,Note A,5.0,73,101,28.0,Food Pairing C,Cold,4.3,77,5.74,12 OZ/0.35L,Beer description
Beer D,Country C,Brand A,Category C,Type C,Note A,10.0,26,260,20.0,Food Pairing B,Chilled,2.3,446,12.32,12 OZ/0.35L,Beer description
Beer A,Country C,Brand B,Category B,Type A,Note A,9.0,81,247,7.0,Food Pairing A,Cold,3.0,104,19.69,12 OZ/0.35L,Beer description
Beer A,Country A,Brand B,Category B,Type B,Note B,5.0,86,213,20.0,Food Pairing B,Chilled,1.9,106,2.48,12 OZ/0.35L,Beer description
Beer A,Country B,Brand B,Category B,Type B,Note A,5.0,73,106,7.0,Food Pairing B,Chilled,4.1,29,10.66,12 OZ/0.35L,Beer description
Beer D,Country A,Brand B,Category B,Type B,Note B,9.0,75,239,11.0,Food Pairing A,Cold,3.3,197,19.56,12 OZ/0.35L,Beer description
Beer E,Country B,Brand C,Category C,Type A,Note A,4.0,37,140,17.0,Food Pairing A,Room temperature,4.4,158,10.17,12 OZ/0.35L,Beer description
Beer E,Country A,Brand B,Category B,Type A,Note A,11.0,21,131,25.0,Food Pairing A,Room temperature,1.9,201,16.3,12 OZ/0.35L,Beer description
Beer A,Country B,Brand A,Category B,Type C,Note B,5.0,90,250,1.0,Food Pairing B,Room temperature,3.5,343,11.25,12 OZ/0.35L,Beer description
Beer D,Country A,Brand A,Category C,Type C,Note C,4.0,41,273,26.0,Food Pairing A,Room temperature,3.9,385,2.53,12 OZ/0.35L,Beer description
Beer E,Country A,Brand C,Category A,Type B,Note A,4.0,56,171,16.0,Food Pairing B,Cold,4.8,288,16.63,12 OZ/0.35L,Beer description
Beer C,Country A,Brand C,Category C,Type A,Note C,7.0,52,221,15.0,Food Pairing B,Chilled,4.8,336,15.46,12 OZ/0.35L,Beer description
Beer C,Country A,Brand B,Category A,Type B,Note A,6.0,58,105,24.0,Food Pairing C,Chilled,4.1,490,10.39,12 OZ/0.35L,Beer description
Beer B,Country A,Brand B,Category A,Type B,Note A,3.0,19,297,21.0,Food Pairing A,Cold,3.7,60,18.05,12 OZ/0.35L,Beer description
Beer A,Country B,Brand A,Category B,Type B,Note A,5.0,11,101,22.0,Food Pairing C,Room temperature,4.4,416,15.17,12 OZ/0.35L,Beer description
Beer D,Country B,Brand B,Category A,Type B,Note B,11.0,86,132,22.0,Food Pairing B,Cold,4.5,273,5.25,12 OZ/0.35L,Beer description
Beer D,Country B,Brand A,Category A,Type B,Note A,8.0,18,156,24.0,Food Pairing C,Cold,3.3,446,3.51,12 OZ/0.35L,Beer description
Beer A,Country B,Brand A,Category A,Type A,Note A,8.0,61,161,7.0,Food Pairing B,Room temperature,3.2,84,13.7,12 OZ/0.35L,Beer description
Beer A,Country A,Brand A,Category B,Type A,Note B,8.0,2,252,23.0,Food Pairing A,Chilled,4.1,250,19.81,12 OZ/0.35L,Beer description
Beer E,Country C,Brand C,Category C,Type A,Note A,7.0,40,200,11.0,Food Pairing A,Chilled,2.5,226,14.93,12 OZ/0.35L,Beer description
Beer E,Country C,Brand A,Category C,Type C,Note B,9.0,47,260,15.0,Food Pairing A,Room temperature,2.0,135,17.95,12 OZ/0.35L,Beer description
Beer B,Country B,Brand B,Category A,Type A,Note C,10.0,18,197,25.0,Food Pairing B,Cold,4.1,20,2.76,12 OZ/0.35L,Beer description
Beer D,Country C,Brand B,Category B,Type A,Note B,4.0,15,159,5.0,Food Pairing C,Room temperature,3.7,387,6.39,12 OZ/0.35L,Beer description
Beer E,Country B,Brand C,Category C,Type C,Note C,6.0,46,260,13.0,Food Pairing B,Room temperature,4.6,85,16.95,12 OZ/0.35L,Beer description
Beer B,Country B,Brand B,Category B,Type B,Note A,6.0,74,190,27.0,Food Pairing B,Room temperature,4.9,403,8.98,12 OZ/0.35L,Beer description
Beer A,Country B,Brand B,Category C,Type B,Note A,10.0,92,166,8.0,Food Pairing C,Room temperature,3.0,414,15.94,12 OZ/0.35L,Beer description
Beer C,Country C,Brand C,Category C,Type B,Note C,11.0,30,240,7.0,Food Pairing B,Cold,4.8,151,8.16,12 OZ/0.35L,Beer description
Beer C,Country A,Brand B,Category C,Type C,Note C,8.0,92,255,6.0,Food Pairing C,Chilled,1.7,39,14.86,12 OZ/0.35L,Beer description
Beer A,Country A,Brand B,Category A,Type B,Note B,7.0,38,232,2.0,Food Pairing A,Chilled,4.8,293,3.79,12 OZ/0.35L,Beer description
Beer D,Country B,Brand A,Category A,Type A,Note B,5.0,63,157,12.0,Food Pairing A,Chilled,1.2,140,6.95,12 OZ/0.35L,Beer description
Beer C,Country B,Brand A,Category A,Type B,Note A,5.0,98,154,4.0,Food Pairing B,Chilled,3.9,425,9.92,12 OZ/0.35L,Beer description
Beer B,Country B,Brand B,Category B,Type B,Note A,10.0,18,126,12.0,Food Pairing B,Cold,2.7,103,3.62,12 OZ/0.35L,Beer description
Beer B,Country C,Brand B,Category A,Type B,Note B,9.0,29,175,29.0,Food Pairing A,Cold,1.4,310,14.21,12 OZ/0.35L,Beer description
