Name,Country,Brand,Categories,Tasting Notes,ABV,Food Pairing,Suggested Glassware,Suggested Serving Temperature,Sweet-Dry Scale,Body,Rating,Rate Count,Price,Volume,Description
Wine E,Country A,Brand C,Category B,Note C,14.8,Food Pairing C,Glassware C,Cellar Temperature,Dry,Light,4.9,371,30.1,750 mL,Wine description
Wine E,Country B,Brand C,Category A,Note B,10.3,Food Pairing A,Glassware A,Room Temperature,Sweet,Full,1.5,313,93.19,750 mL,Wine description
Wine A,Country B,Brand B,Category A,Note C,10.1,Food Pairing C,Glassware B,Chilled,Dry,Full,2.3,193,20.33,750 mL,Wine description
Wine E,Country A,Brand C,Category B,Note B,10.3,Food Pairing C,Glassware C,Cellar Temperature,Sweet,Light,1.5,69,99.41,750 mL,Wine description
Wine C,Country C,Brand B,Category A,Note A,13.4,Food Pairing C,Glassware B,Chilled,Dry,Full,3.2,322,32.33,750 mL,Wine description
Wine B,Country B,Brand A,Category A,Note C,10.4,Food Pairing C,Glassware A,Room Temperature,Sweet,Light,5.0,209,79.13,750 mL,Wine description
Wine A,Country A,Brand B,Category A,Note C,12.4,Food Pairing C,Glassware B,Cellar Temperature,Sweet,Full,4.1,41,74.65,750 mL,Wine description
Wine E,Country B,Brand C,Category C,Note C,11.7,Food Pairing A,Glassware C,Cellar Temperature,Dry,Medium,4.4,496,70.14,750 mL,Wine description
Wine E,Country B,Brand B,Category B,Note C,12.9,Food Pairing A,Glassware B,Room Temperature,Sweet,Medium,1.2,26,70.94,750 mL,Wine description
Wine B,Country A,Brand C,Category C,Note C,13.5,Food Pairing C,Glassware C,Chilled,Dry,Light,1.6,495,26.2,750 mL,Wine description
Wine B,Country A,Brand C,Category A,Note A,10.5,Food Pairing A,Glassware C,Chilled,Sweet,Medium,2.9,471,85.17,750 mL,Wine description
Wine E,Country B,Brand A,Category B,Note A,14.6,Food Pairing B,Glassware A,Cellar Temperature,Sweet,Light,2.6,370,20.66,750 mL,Wine description
Wine A,Country B,Brand C,Category B,Note B,10.4,Food Pairing C,Glassware A,Chilled,Sweet,Full,3.4,22,65.6,750 mL,Wine description
Wine D,Country C,Brand B,Category B,Note A,13.2,Food Pairing B,Glassware B,Chilled,Dry,Full,2.0,319,36.01,750 mL,Wine description
Wine A,Country C,Brand A,Category A,Note C,14.0,Food Pairing A,Glassware A,Cellar Temperature,Sweet,Medium,1.2,436,70.1,750 mL,Wine description
Wine E,Country C,Brand C,Category B,Note A,10.5,Food Pairing B,Glassware B,Room Temperature,Dry,Full,3.5,221,86.28,750 mL,Wine description
Wine D,Country B,Brand C,Category A,Note B,11.0,Food Pairing C,Glassware A,Room Temperature,Sweet,Medium,2.3,352,24.34,750 mL,Wine description
Wine B,Country C,Brand C,Category A,Note A,11.4,Food Pairing C,Glassware B,Chilled,Dry,Full,4.1,59,27.27,750 mL,Wine description
Wine B,Country A,Brand A,Category C,Note B,11.0,Food Pairing B,Glassware C,Room Temperature,Dry,Medium,1.2,364,41.58,750 mL,Wine description
Wine D,Country A,Brand A,Category B,Note B,13.3,Food Pairing C,Glassware A,Cellar Temperature,Dry,Light,1.2,88,61.4,750 mL,Wine description
Wine B,Country A,Brand B,Category C,Note B,11.7,Food Pairing C,Glassware A,Chilled,Dry,Full,3.0,429,43.58,750 mL,Wine description
Wine A,Country A,Brand C,Category A,Note C,13.6,Food Pairing A,Glassware A,Chilled,Dry,Full,1.1,110,29.72,750 mL,Wine description
Wine B,Country B,Brand A,Category B,Note B,12.8,Food Pairing C,Glassware C,Chilled,Dry,Full,4.2,359,58.17,750 mL,Wine description
Wine B,Country C,Brand A,Category C,Note A,11.6,Food Pairing B,Glassware C,Room Temperature,Sweet,Medium,1.1,411,10.09,750 mL,Wine description
Wine A,Country C,Brand C,Category C,Note B,10.5,Food Pairing B,Glassware A,Cellar Temperature,Sweet,Medium,3.5,316,70.35,750 mL,Wine description
Wine E,Country C,Brand A,Category C,Note A,10.7,Food Pairing B,Glassware A,Cellar Temperature,Dry,Medium,4.8,188,88.15,750 mL,Wine description
Wine C,Country C,Brand C,Category C,Note A,10.0,Food Pairing B,Glassware B,Cellar Temperature,Sweet,Medium,1.4,421,79.3,750 mL,Wine description
Wine C,Country B,Brand C,Category A,Note A,11.8,Food Pairing C,Glassware C,Cellar Temperature,Dry,Medium,4.2,390,77.67,750 mL,Wine description
Wine A,Country C,Brand B,Category A,Note A,14.5,Food Pairing B,Glassware A,Cellar Temperature,Sweet,Medium,5.0,181,67.4,750 mL,Wine description
Wine B,Country A,Brand A,Category B,Note A,10.6,Food Pairing A,Glassware C,Chilled,Sweet,Medium,2.9,280,25.28,750 mL,Wine description
Wine C,Country C,Brand C,Category B,Note C,12.2,Food Pairing B,Glassware B,Room Temperature,Dry,Full,1.9,99,25.51,750 mL,Wine description
Wine A,Country A,Brand A,Category C,Note C,13.6,Food Pairing B,Glassware B,Chilled,Dry,Full,4.9,201,50.91,750 mL,Wine description
Wine A,Country C,Brand B,Category B,Note C,11.4,Food Pairing A,Glassware C,Cellar Temperature,Dry,Full,4.2,387,19.76,750 mL,Wine description
Wine B,Country C,Brand C,Category C,Note C,11.5,Food Pairing C,Glassware C,Chilled,Sweet,Full,2.6,221,40.67,750 mL,Wine description
Wine E,Country B,Brand A,Category C,Note A,14.0,Food Pairing B,Glassware B,Chilled,Sweet,Full,1.7,476,38.54,750 mL,Wine description
Wine D,Country B,Brand B,Category C,Note A,13.1,Food Pairing B,Glassware C,Room Temperature,Dry,Medium,1.4,402,77.47,750 mL,Wine description
Wine B,Country B,Brand B,Category B,Note A,10.4,Food Pairing B,Glassware C,Cellar Temperature,Dry,Light,1.9,78,28.78,750 mL,Wine description
Wine B,Country A,Brand A,Category C,Note C,14.5,Food Pairing B,Glassware B,Room Temperature,Dry,Light,1.3,209,35.12,750 mL,Wine description
Wine B,Country A,Brand C,Category B,Note B,10.8,Food Pairing B,Glassware A,Chilled,Sweet,Medium,1.0,368,77.91,750 mL,Wine description
Wine A,Country A,Brand A,Category B,Note B,10.7,Food Pairing C,Glassware C,Cellar Temperature,Sweet,Light,3.5,28,34.98,750 mL,Wine description
Wine B,Country A,Brand B,Category B,Note A,12.7,Food Pairing B,Glassware C,Room Temperature,Sweet,Light,1.7,339,88.63,750 mL,Wine description
Wine B,Country A,Brand C,Category A,Note C,12.6,Food Pairing A,Glassware C,Room Temperature,Sweet,Medium,2.6,64,14.35,750 mL,Wine description
Wine A,Country B,Brand A,Category B,Note C,13.4,Food Pairing C,Glassware B,Cellar Temperature,Dry,Medium,4.0,479,46.61,750 mL,Wine description
Wine E,Country A,Brand A,Category B,Note B,12.4,Food Pairing C,Glassware A,Cellar Temperature,Dry,Light,3.1,93,26.12,750 mL,Wine description
Wine B,Country B,Brand A,Category C,Note B,12.1,Food Pairing A,Glassware C,Cellar Temperature,Sweet,Light,1.9,292,30.61,750 mL,Wine description
Wine B,Country B,Brand A,Category B,Note C,12.6,Food Pairing B,Glassware A,Chilled,Sweet,Full,3.4,345,22.65,750 mL,Wine description
Wine D,Country A,Brand A,Category C,Note B,13.2,Food Pairing B,Glassware C,Cellar Temperature,Dry,Medium,3.5,23,11.54,750 mL,Wine description
Wine C,Country A,Brand C,Category C,Note A,12.8,Food Pairing C,Glassware C,Room Temperature,Dry,Full,2.5,337,37.72,750 mL,Wine description
Wine E,Country C,Brand B,Category C,Note A,12.1,Food Pairing A,Glassware C,Room Temperature,Sweet,Medium,3.0,247,36.17,750 mL,Wine description
Wine D,Country B,Brand C,Category B,Note A,14.0,Food Pairing A,Glassware C,Chilled,Dry,Full,2.7,40,42.59,750 mL,Wine description
Wine D,Country C,Brand C,Category C,Note C,11.8,Food Pairing C,Glassware C,Room Temperature,Sweet,Light,4.4,393,82.34,750 mL,Wine description
Wine A,Country B,Brand A,Category B,Note A,11.1,Food Pairing B,Glassware C,Cellar Temperature,Dry,Full,1.6,488,80.87,750 mL,Wine description
Wine B,Country B,Brand A,Category B,Note A,11.5,Food Pairing C,Glassware C,Room Temperature,Sweet,Full,2.0,101,60.21,750 mL,Wine description
Wine A,Country A,Brand C,Category A,Note A,12.9,Food Pairing A,Glassware C,Cellar Temperature,Sweet,Light,3.4,189,64.85,750 mL,Wine description
Wine E,Country C,Brand C,Category B,Note B,10.0,Food Pairing A,Glassware A,Room Temperature,Sweet,Full,1.0,270,32.65,750 mL,Wine description
Wine D,Country A,Brand B,Category C,Note A,13.3,Food Pairing A,Glassware A,Room Temperature,Dry,Full,2.5,170,27.14,750 mL,Wine description
Wine C,Country C,Brand B,Category A,Note B,13.7,Food Pairing C,Glassware A,Cellar Temperature,Sweet,Medium,3.4,445,31.34,750 mL,Wine description
Wine D,Country B,Brand B,Category C,Note C,13.2,Food Pairing A,Glassware B,Room Temperature,Sweet,Full,4.1,255,40.52,750 mL,Wine description
Wine E,Country A,Brand B,Category B,Note A,12.8,Food Pairing C,Glassware B,Chilled,Dry,Light,3.3,354,23.52,750 mL,Wine description
Wine E,Country A,Brand A,Category B,Note C,10.7,Food Pairing B,Glassware B,Cellar Temperature,Dry,Full,4.4,445,16.24,750 mL,Wine description
Wine A,Country C,Brand A,Category B,Note B,14.1,Food Pairing B,Glassware C,Cellar Temperature,Dry,Full,3.1,406,23.56,750 mL,Wine description
Wine D,Country C,Brand A,Category C,Note B,14.9,Food Pairing A,Glassware A,Chilled,Dry,Light,3.3,433,82.46,750 mL,Wine description
Wine C,Country A,Brand C,Category A,Note A,14.8,Food Pairing A,Glassware A,Cellar Temperature,Sweet,Full,2.1,411,84.94,750 mL,Wine description
Wine E,Country C,Brand C,Category C,Note C,12.0,Food Pairing B,Glassware C,Room Temperature,Sweet,Medium,1.9,389,14.97,750 mL,Wine description
Wine C,Country A,Brand C,Category C,Note B,12.7,Food Pairing B,Glassware C,Room Temperature,Dry,Full,3.0,361,64.81,750 mL,Wine description
Wine D,Country A,Brand A,Category A,Note C,13.4,Food Pairing A,Glassware C,Cellar Temperature,Dry,Light,2.6,57,51.02,750 mL,Wine description
Wine D,Country B,Brand B,Category A,Note C,13.4,Food Pairing C,Glassware C,Room Temperature,Dry,Light,4.4,401,38.52,750 mL,Wine description
Wine E,Country B,Brand B,Category C,Note A,11.5,Food Pairing C,Glassware C,Cellar Temperature,Dry,Medium,4.6,258,74.73,750 mL,Wine description
Wine B,Country C,Brand A,Category C,Note B,11.1,Food Pairing A,Glassware A,Chilled,Sweet,Light,3.6,211,89.81,750 mL,Wine description
Wine E,Country C,Brand A,Category C,Note B,10.5,Food Pairing A,Glassware A,Chilled,Sweet,Medium,4.9,57,46.33,750 mL,Wine description
Wine C,Country A,Brand A,Category A,Note A,12.4,Food Pairing C,Glassware B,Cellar Temperature,Dry,Medium,3.9,198,42.18,750 mL,Wine description
Wine E,Country A,Brand C,Category C,Note C,14.1,Food Pairing A,Glassware B,Room Temperature,Sweet,Medium,3.4,26,12.98,750 mL,Wine description
Wine D,Country C,Brand A,Category B,Note A,12.3,Food Pairing C,Glassware C,Room Temperature,Sweet,Full,2.9,237,33.16,750 mL,Wine description
Wine E,Country A,Brand C,Category C,Note C,11.4,Food Pairing B,Glassware B,Cellar Temperature,Sweet,Light,2.7,327,31.19,750 mL,Wine description
Wine A,Country B,Brand B,Category A,Note B,12.6,Food Pairing C,Glassware C,Cellar Temperature,Sweet,Light,4.1,373,45.34,750 mL,Wine description
Wine B,Country A,Brand A,Category B,Note A,13.5,Food Pairing B,Glassware A,Room Temperature,Sweet,Medium,2.4,26,38.8,750 mL,Wine description
Wine C,Country C,Brand A,Category B,Note A,10.9,Food Pairing C,Glassware A,Cellar Temperature,Sweet,Full,2.0,166,15.39,750 mL,Wine description
Wine A,Country A,Brand A,Category B,Note C,15.0,Food Pairing B,Glassware B,Chilled,Dry,Light,1.5,71,67.39,750 mL,Wine description
Wine D,Country A,Brand C,Category B,Note C,13.4,Food Pairing C,Glassware A,Room Temperature,Dry,Light,1.1,290,86.03,750 mL,Wine description
Wine E,Country C,Brand C,Category A,Note C,13.7,Food Pairing A,Glassware C,Cellar Temperature,Sweet,Light,2.0,103,19.59,750 mL,Wine description
Wine C,Country C,Brand A,Category C,Note A,11.2,Food Pairing A,Glassware C,Room Temperature,Dry,Medium,1.8,39,63.75,750 mL,Wine description
Wine D,Country C,Brand A,Category A,Note A,14.1,Food Pairing C,Glassware A,Cellar Temperature,Sweet,Full,4.6,327,95.56,750 mL,Wine description
Wine C,Country C,Brand C,Category C,Note C,12.0,Food Pairing A,Glassware A,Room Temperature,Sweet,Medium,4.6,79,55.11,750 mL,Wine description
Wine D,Country B,Brand B,Category A,Note C,13.3,Food Pairing C,Glassware A,Cellar Temperature,Sweet,Light,1.8,273,93.1,750 mL,Wine description
Wine C,Country B,Brand B,Category A,Note B,14.8,Food Pairing C,Glassware B,Chilled,Dry,Medium,1.5,409,95.33,750 mL,Wine description
Wine E,Country B,Brand C,Category C,Note B,13.9,Food Pairing B,Glassware B,Cellar Temperature,Sweet,Medium,3.7,77,95.95,750 mL,Wine description
Wine B,Country C,Brand A,Category C,Note A,13.6,Food Pairing C,Glassware A,Chilled,Dry,Medium,1.2,444,85.03,750 mL,Wine description
Wine C,Country C,Brand C,Category B,Note A,12.0,Food Pairing B,Glassware B,Cellar Temperature,Dry,Medium,2.0,341,74.22,750 mL,Wine description
Wine E,Country B,Brand A,Category A,Note B,15.0,Food Pairing C,Glassware C,Room Temperature,Dry,Full,2.7,380,14.62,750 mL,Wine description
Wine B,Country B,Brand A,Category A,Note B,13.1,Food Pairing A,Glassware C,Room Temperature,Sweet,Full,3.8,268,23.35,750 mL,Wine description
Wine E,Country B,Brand C,Category A,Note A,12.5,Food Pairing A,Glassware A,Room Temperature,Sweet,Full,1.9,360,82.84,750 mL,Wine description
Wine A,Country C,Brand C,Category B,Note C,11.0,Food Pairing B,Glassware B,Cellar Temperature,Sweet,Light,4.9,333,77.65,750 mL,Wine description
Wine A,Country A,Brand B,Category A,Note A,10.7,Food Pairing C,Glassware B,Chilled,Dry,Medium,2.9,139,23.12,750 mL,Wine description
Wine E,Country C,Brand A,Category A,Note C,10.3,Food Pairing A,Glassware C,Cellar Temperature,Sweet,Full,2.9,347,76.17,750 mL,Wine description
Wine B,Country C,Brand A,Category B,Note B,14.2,Food Pairing B,Glassware B,Room Temperature,Sweet,Full,4.5,197,51.38,750 mL,Wine description
Wine D,Country A,Brand C,Category A,Note A,12.4,Food Pairing C,Glassware A,Chilled,Sweet,Medium,3.6,286,34.34,750 mL,Wine description
Wine E,Country C,Brand B,Category C,Note B,10.4,Food Pairing A,Glassware C,Chilled,Sweet,Full,3.4,312,26.19,750 mL,Wine description
Wine E,Country B,Brand A,Category C,Note A,14.2,Food Pairing A,Glassware B,Chilled,Dry,Light,3.7,150,59.17,750 mL,Wine description
Wine E,Country B,Brand C,Category A,Note A,10.7,Food Pairing A,Glassware C,Chilled,Sweet,Light,3.1,202,30.87,750 mL,Wine description
Wine C,Country B,Brand A,Category A,Note A,14.7,Food Pairing A,Glassware B,Room Temperature,Dry,Full,3.3,134,45.13,750 mL,Wine description
Wine B,Country C,Brand B,Category B,Note C,14.9,Food Pairing C,Glassware C,Chilled,Sweet,Light,1.8,119,21.08,750 mL,Wine description
Wine E,Country C,Brand A,Category C,Note A,11.0,Food Pairing B,Glassware A,Cellar Temperature,Dry,Medium,4.6,466,69.18,750 mL,Wine description
Wine D,Country C,Brand B,Category A,Note C,13.7,Food Pairing C,Glassware C,Chilled,Sweet,Light,1.4,45,64.98,750 mL,Wine description
Wine C,Country B,Brand A,Category B,Note A,13.0,Food Pairing B,Glassware C,Chilled,Dry,Full,1.7,337,10.64,750 mL,Wine description
Wine E,Country A,Brand A,Category B,Note C,12.9,Food Pairing C,Glassware A,Chilled,Dry,Medium,2.3,396,83.44,750 mL,Wine description
Wine A,Country B,Brand A,Category B,Note C,11.2,Food Pairing A,Glassware C,Room Temperature,Sweet,Medium,2.9,453,65.44,750 mL,Wine description
Wine A,Country C,Brand B,Category C,Note C,13.7,Food Pairing A,Glassware B,Chilled,Sweet,Full,1.5,169,41.02,750 mL,Wine description
Wine C,Country B,Brand C,Category C,Note C,12.2,Food Pairing C,Glassware A,Room Temperature,Sweet,Medium,2.4,478,19.94,750 mL,Wine description
Wine B,Country C,Brand A,Category C,Note B,11.3,Food Pairing B,Glassware B,Room Temperature,Dry,Light,1.2,357,63.89,750 mL,Wine description
Wine C,Country A,Brand C,Category C,Note A,13.2,Food Pairing B,Glassware B,Room Temperature,Dry,Medium,2.8,200,33.47,750 mL,Wine description
Wine E,Country C,Brand A,Category C,Note C,10.2,Food Pairing C,Glassware C,Chilled,Dry,Full,4.0,184,42.52,750 mL,Wine description
Wine E,Country C,Brand A,Category B,Note A,14.4,Food Pairing C,Glassware B,Chilled,Sweet,Medium,3.7,430,75.63,750 mL,Wine description
Wine A,Country B,Brand A,Category C,Note B,12.0,Food Pairing B,Glassware A,Room Temperature,Sweet,Medium,1.2,61,35.18,750 mL,Wine description
Wine D,Country A,Brand B,Category A,Note C,10.2,Food Pairing A,Glassware A,Cellar Temperature,Dry,Medium,3.3,126,73.48,750 mL,Wine description
Wine A,Country A,Brand C,Category C,Note A,10.4,Food Pairing A,Glassware B,Chilled,Sweet,Full,4.5,410,25.73,750 mL,Wine description
Wine E,Country C,Brand A,Category B,Note A,13.5,Food Pairing B,Glassware C,Chilled,Dry,Light,4.4,81,69.14,750 mL,Wine description
Wine A,Country C,Brand B,Category A,Note B,13.4,Food Pairing C,Glassware C,Chilled,Dry,Full,4.3,243,84.79,750 mL,Wine description
Wine C,Country B,Brand C,Category C,Note A,11.3,Food Pairing C,Glassware B,Cellar Temperature,Sweet,Medium,3.5,10,15.97,750 mL,Wine description
Wine B,Country B,Brand C,Category B,Note B,10.0,Food Pairing A,Glassware B,Room Temperature,Sweet,Full,3.1,242,98.86,750 mL,Wine description
Wine C,Country C,Brand A,Category B,Note B,12.6,Food Pairing C,Glassware B,Chilled,Sweet,Light,2.9,300,29.24,750 mL,Wine description
Wine A,Country A,Brand A,Category B,Note C,10.9,Food Pairing A,Glassware C,Cellar Temperature,Dry,Medium,4.2,381,16.03,750 mL,Wine description
Wine A,Country A,Brand A,Category C,Note B,14.9,Food Pairing B,Glassware A,Room Temperature,Sweet,Full,3.8,328,22.75,750 mL,Wine description
Wine C,Country B,Brand A,Category A,Note A,12.5,Food Pairing A,Glassware A,Room Temperature,Sweet,Full,2.1,485,17.09,750 mL,Wine description
Wine B,Country A,Brand A,Category A,Note B,13.4,Food Pairing B,Glassware B,Room Temperature,Dry,Medium,2.3,161,19.95,750 mL,Wine description
Wine A,Country C,Brand A,Category B,Note A,11.8,Food Pairing B,Glassware C,Room Temperature,Dry,Light,2.5,139,11.95,750 mL,Wine description
Wine E,Country A,Brand C,Category A,Note A,11.2,Food Pairing B,Glassware B,Chilled,Dry,Light,4.5,265,80.03,750 mL,Wine description
Wine A,Country B,Brand A,Category A,Note C,13.2,Food Pairing C,Glassware C,Cellar Temperature,Sweet,Light,1.8,124,63.92,750 mL,Wine description
Wine E,Country B,Brand B,Category A,Note A,12.0,Food Pairing A,Glassware C,Room Temperature,Sweet,Light,4.7,229,16.97,750 mL,Wine description
Wine D,Country B,Brand C,Category A,Note B,12.4,Food Pairing C,Glassware B,Cellar Temperature,Dry,Full,2.4,327,26.65,750 mL,Wine description
Wine C,Country C,Brand C,Category A,Note C,10.7,Food Pairing A,Glassware A,Cellar Temperature,Dry,Medium,1.9,295,40.26,750 mL,Wine description
Wine D,Country C,Brand A,Category B,Note B,12.1,Food Pairing A,Glassware B,Room Temperature,Dry,Medium,1.6,242,73.08,750 mL,Wine description
Wine C,Country C,Brand B,Category A,Note A,14.3,Food Pairing A,Glassware C,Chilled,Dry,Full,1.7,273,46.61,750 mL,Wine description
Wine C,Country C,Brand A,Category B,Note B,13.7,Food Pairing C,Glassware B,Cellar Temperature,Sweet,Full,3.9,86,60.44,750 mL,Wine description
Wine E,Country B,Brand C,Category B,Note A,11.8,Food Pairing A,Glassware A,Chilled,Sweet,Medium,4.3,68,58.65,750 mL,Wine description
Wine A,Country B,Brand C,Category B,Note B,13.1,Food Pairing C,Glassware C,Room Temperature,Sweet,Full,2.7,336,39.22,750 mL,Wine description
Wine D,Country C,Brand B,Category C,Note A,10.4,Food Pairing C,Glassware C,Room Temperature,Sweet,Light,3.2,262,75.05,750 mL,Wine description
Wine B,Country B,Brand B,Category A,Note A,12.7,Food Pairing B,Glassware A,Cellar Temperature,Dry,Medium,3.8,235,69.13,750 mL,Wine description
Wine D,Country A,Brand C,Category A,Note B,14.6,Food Pairing B,Glassware C,Room Temperature,Dry,Light,4.3,69,93.87,750 mL,Wine description
Wine E,Country B,Brand B,Category B,Note A,10.9,Food Pairing A,Glassware A,Room Temperature,Sweet,Full,2.3,161,29.61,750 mL,Wine description
Wine A,Country A,Brand C,Category C,Note B,11.3,Food Pairing B,Glassware B,Cellar Temperature,Dry,Medium,4.4,226,96.94,750 mL,Wine description
Wine C,Country C,Brand C,Category B,Note C,10.4,Food Pairing B,Glassware A,Room Temperature,Sweet,Medium,2.8,445,72.35,750 mL,Wine description
Wine A,Country B,Brand A,Category B,Note B,11.6,Food Pairing B,Glassware A,Room Temperature,Dry,Full,4.6,118,76.14,750 mL,Wine description
Wine A,Country B,Brand C,Category B,Note C,12.2,Food Pairing B,Glassware C,Chilled,Sweet,Medium,2.2,274,34.47,750 mL,Wine description
Wine A,Country B,Brand C,Category B,Note C,12.1,Food Pairing B,Glassware B,Chilled,Sweet,Medium,4.4,417,42.87,750 mL,Wine description
Wine B,Country A,Brand A,Category A,Note A,14.5,Food Pairing B,Glassware B,Chilled,Sweet,Medium,3.4,236,83.36,750 mL,Wine description
Wine E,Country A,Brand B,Category A,Note A,10.6,Food Pairing A,Glassware C,Room Temperature,Dry,Medium,4.7,429,60.56,750 mL,Wine description
Wine E,Country A,Brand A,Category A,Note A,13.4,Food Pairing B,Glassware B,Cellar Temperature,Dry,Full,2.7,129,27.61,750 mL,Wine description
Wine D,Country C,Brand C,Category B,Note C,11.6,Food Pairing C,Glassware A,Chilled,Dry,Full,2.5,25,40.08,750 mL,Wine description
Wine E,Country C,Brand B,Category C,Note B,12.8,Food Pairing C,Glassware C,Chilled,Dry,Full,4.8,84,42.35,750 mL,Wine description
Wine E,Country C,Brand B,Category C,Note C,13.8,Food Pairing A,Glassware B,Room Temperature,Sweet,Light,2.9,103,86.23,750 mL,Wine description
Wine D,Country A,Brand C,Category C,Note C,11.7,Food Pairing A,Glassware B,Chilled,Dry,Full,3.8,313,64.1,750 mL,Wine description
Wine A,Country B,Brand B,Category B,Note C,10.3,Food Pairing C,Glassware B,Cellar Temperature,Dry,Medium,2.2,478,39.52,750 mL,Wine description
Wine B,Country C,Brand A,Category B,Note B,12.3,Food Pairing A,Glassware B,Chilled,Sweet,Medium,2.8,49,68.58,750 mL,Wine description
Wine E,Country B,Brand A,Category A,Note A,10.6,Food Pairing C,Glassware B,Chilled,Dry,Medium,2.4,302,96.37,750 mL,Wine description
Wine C,Country C,Brand C,Category B,Note B,12.6,Food Pairing C,Glassware A,Chilled,Sweet,Medium,5.0,382,25.9,750 mL,Wine description
Wine C,Country C,Brand B,Category C,Note A,13.3,Food Pairing A,Glassware B,Room Temperature,Dry,Light,4.7,274,14.17,750 mL,Wine description
Wine D,Country C,Brand B,Category C,Note A,12.9,Food Pairing B,Glassware C,Cellar Temperature,Dry,Medium,3.5,15,53.25,750 mL,Wine description
Wine B,Country C,Brand A,Category B,Note A,11.4,Food Pairing A,Glassware C,Room Temperature,Sweet,Full,2.6,476,88.63,750 mL,Wine description
Wine E,Country B,Brand B,Category B,Note A,13.0,Food Pairing A,Glassware B,Chilled,Sweet,Full,3.7,213,32.08,750 mL,Wine description
Wine D,Country A,Brand C,Category A,Note A,13.2,Food Pairing C,Glassware C,Chilled,Sweet,Medium,3.1,164,12.61,750 mL,Wine description
Wine A,Country A,Brand A,Category C,Note A,14.3,Food Pairing C,Glassware C,Room Temperature,Dry,Medium,1.8,262,50.3,750 mL,Wine description
Wine E,Country C,Brand C,Category A,Note C,13.0,Food Pairing C,Glassware C,Room Temperature,Sweet,Light,3.3,430,62.02,750 mL,Wine description
Wine E,Country A,Brand C,Category C,Note C,13.3,Food Pairing B,Glassware B,Cellar Temperature,Sweet,Full,3.4,34,15.67,750 mL,Wine description
Wine D,Country C,Brand A,Category C,Note C,12.3,Food Pairing C,Glassware B,Room Temperature,Sweet,Full,2.9,366,49.49,750 mL,Wine description
Wine A,Country A,Brand C,Category C,Note B,13.2,Food Pairing C,Glassware A,Room Temperature,Dry,Full,2.7,115,47.87,750 mL,Wine description
Wine E,Country B,Brand C,Category C,Note B,11.9,Food Pairing A,Glassware C,Cellar Temperature,Dry,Full,2.2,184,10.98,750 mL,Wine description
Wine C,Country C,Brand C,Category B,Note C,12.6,Food Pairing B,Glassware C,Room Temperature,Dry,Full,4.9,381,27.42,750 mL,Wine description
Wine C,Country A,Brand B,Category B,Note A,13.4,Food Pairing C,Glassware B,Chilled,Dry,Light,2.3,38,60.37,750 mL,Wine description
Wine E,Country A,Brand A,Category B,Note B,14.9,Food Pairing B,Glassware C,Chilled,Dry,Medium,4.6,308,67.53,750 mL,Wine description
Wine B,Country B,Brand B,Category B,Note C,13.9,Food Pairing A,Glassware A,Room Temperature,Sweet,Medium,3.4,266,65.82,750 mL,Wine description
Wine D,Country B,Brand C,Category A,Note B,10.9,Food Pairing C,Glassware C,Cellar Temperature,Dry,Light,2.9,491,12.07,750 mL,Wine description
Wine E,Country C,Brand B,Category B,Note C,12.0,Food Pairing A,Glassware B,Cellar Temperature,Dry,Light,4.3,74,64.11,750 mL,Wine description
Wine D,Country B,Brand C,Category C,Note A,14.0,Food Pairing C,Glassware A,Room Temperature,Dry,Medium,2.6,372,35.19,750 mL,Wine description
Wine B,Country B,Brand A,Category A,Note A,13.6,Food Pairing C,Glassware A,Room Temperature,Dry,Full,2.3,270,62.89,750 mL,Wine description
Wine D,Country A,Brand A,Category A,Note A,14.0,Food Pairing B,Glassware A,Chilled,Sweet,Full,1.3,323,76.12,750 mL,Wine description
