Name,Country,Brand,Categories,Tasting Notes,ABV,Food Pairing,Suggested Glassware,Suggested Serving Temperature,Sweet-Dry Scale,Body,Rating,Rate Count,Price,Volume,Description
Wine E,Country B,Brand A,Category C,Note A,10.6,Food Pairing B,Glassware B,Chilled,Dry,Medium,2.1,331,42.65,750 mL,Wine description
Wine C,Country C,Brand C,Category C,Note B,11.6,Food Pairing A,Glassware C,Chilled,Dry,Light,1.6,239,41.14,750 mL,Wine description
Wine A,Country B,Brand B,Category A,Note C,11.0,Food Pairing A,Glassware B,Cellar Temperature,Sweet,Full,3.5,111,79.97,750 mL,Wine description
Wine A,Country A,Brand A,Category B,Note B,14.1,Food Pairing A,Glassware B,Room Temperature,Sweet,Light,4.0,487,76.96,750 mL,Wine description
Wine C,Country C,Brand A,Category C,Note B,14.7,Food Pairing C,Glassware C,Chilled,Sweet,Medium,1.7,146,61.51,750 mL,Wine description
Wine B,Country C,Brand C,Category B,Note B,10.9,Food Pairing B,Glassware B,Room Temperature,Dry,Medium,4.3,398,28.42,750 mL,Wine description
Wine A,Country C,Brand B,Category C,Note B,11.9,Food Pairing A,Glassware C,Room Temperature,Dry,Light,4.0,81,24.92,750 mL,Wine description
Wine B,Country A,Brand A,Category B,Note C,13.9,Food Pairing C,Glassware B,Chilled,Dry,Medium,2.3,476,24.13,750 mL,Wine description
Wine C,Country A,Brand B,Category C,Note B,13.3,Food Pairing C,Glassware B,Cellar Temperature,Dry,Full,1.4,396,47.7,750 mL,Wine description
Wine D,Country A,Brand B,Category A,Note C,11.4,Food Pairing A,Glassware A,Cellar Temperature,Sweet,Full,4.0,358,50.39,750 mL,Wine description
Wine A,Country A,Brand C,Category C,Note B,14.0,Food Pairing B,Glassware C,Chilled,Dry,Medium,3.1,410,74.28,750 mL,Wine description
Wine D,Country B,Brand C,Category A,Note A,14.7,Food Pairing B,Glassware A,Room Temperature,Sweet,Medium,4.2,62,45.75,750 mL,Wine description
Wine B,Country C,Brand B,Category A,Note A,14.5,Food Pairing B,Glassware C,Cellar Temperature,Dry,Full,2.7,350,90.39,750 mL,Wine description
Wine D,Country B,Brand C,Category C,Note B,11.5,Food Pairing C,Glassware B,Cellar Temperature,Dry,Full,3.0,130,65.32,750 mL,Wine description
Wine A,Country A,Brand A,Category A,Note A,12.5,Food Pairing C,Glassware A,Cellar Temperature,Dry,Light,4.8,424,54.81,750 mL,Wine description
Wine E,Country A,Brand A,Category C,Note B,12.5,Food Pairing B,Glassware A,Chilled,Dry,Light,3.3,210,42.93,750 mL,Wine description
Wine A,Country A,Brand A,Category C,Note C,13.6,Food Pairing C,Glassware A,Cellar Temperature,Dry,Full,2.4,170,18.26,750 mL,Wine description
Wine B,Country C,Brand B,Category C,Note B,13.6,Food Pairing C,Glassware C,Chilled,Dry,Full,2.5,182,48.47,750 mL,Wine description
Wine D,Country A,Brand A,Category B,Note C,11.6,Food Pairing A,Glassware C,Chilled,Sweet,Light,1.6,223,70.13,750 mL,Wine description
Wine E,Country A,Brand C,Category A,Note B,12.2,Food Pairing A,Glassware C,Room Temperature,Dry,Light,4.3,138,99.56,750 mL,Wine description
Wine A,Country A,Brand C,Category C,Note B,13.9,Food Pairing B,Glassware B,Room Temperature,Dry,Medium,4.2,451,48.83,750 mL,Wine description
Wine C,Country A,Brand A,Category B,Note B,13.1,Food Pairing B,Glassware B,Chilled,Sweet,Full,4.6,411,36.82,750 mL,Wine description
Wine D,Country C,Brand B,Category B,Note A,11.1,Food Pairing B,Glassware B,Chilled,Dry,Medium,3.4,386,71.99,750 mL,Wine description
Wine A,Country A,Brand B,Category C,Note B,12.3,Food Pairing A,Glassware C,Chilled,Dry,Full,3.8,408,17.87,750 mL,Wine description
Wine A,Country A,Brand C,Category C,Note A,13.5,Food Pairing B,Glassware A,Room Temperature,Sweet,Light,4.0,395,85.8,750 mL,Wine description
Wine E,Country A,Brand B,Category C,Note C,13.0,Food Pairing B,Glassware A,Chilled,Sweet,Light,1.9,109,76.31,750 mL,Wine description
Wine A,Country B,Brand B,Category B,Note C,10.3,Food Pairing A,Glassware B,Cellar Temperature,Dry,Full,4.0,236,76.76,750 mL,Wine description
Wine E,Country A,Brand A,Category A,Note B,12.2,Food Pairing B,Glassware C,Cellar Temperature,Dry,Light,3.2,100,80.75,750 mL,Wine description
Wine D,Country A,Brand B,Category A,Note B,12.8,Food Pairing A,Glassware B,Chilled,Dry,Medium,2.7,449,55.65,750 mL,Wine description
Wine E,Country B,Brand C,Category B,Note B,11.5,Food Pairing A,Glassware C,Chilled,Dry,Full,2.0,172,89.94,750 mL,Wine description
Wine E,Country C,Brand A,Category B,Note C,10.7,Food Pairing C,Glassware A,Cellar Temperature,Dry,Light,4.9,12,62.76,750 mL,Wine description
Wine B,Country B,Brand C,Category B,Note C,11.5,Food Pairing B,Glassware C,Room Temperature,Dry,Full,3.0,476,49.01,750 mL,Wine description
Wine B,Country B,Brand C,Category B,Note A,11.6,Food Pairing B,Glassware B,Room Temperature,Dry,Light,1.5,349,36.95,750 mL,Wine description
Wine C,Country A,Brand C,Category A,Note C,13.9,Food Pairing B,Glassware C,Chilled,Sweet,Light,4.2,456,55.86,750 mL,Wine description
Wine A,Country A,Brand B,Category C,Note C,11.5,Food Pairing B,Glassware C,Cellar Temperature,Dry,Full,5.0,452,96.1,750 mL,Wine description
Wine A,Country B,Brand B,Category C,Note A,13.7,Food Pairing A,Glassware A,Room Temperature,Sweet,Medium,1.8,246,64.71,750 mL,Wine description
Wine D,Country B,Brand B,Category C,Note A,13.2,Food Pairing C,Glassware B,Room Temperature,Dry,Medium,2.8,44,64.8,750 mL,Wine description
Wine D,Country A,Brand A,Category B,Note C,15.0,Food Pairing A,Glassware B,Room Temperature,Sweet,Light,2.5,404,62.69,750 mL,Wine description
Wine E,Country C,Brand C,Category B,Note B,11.9,Food Pairing B,Glassware C,Room Temperature,Dry,Medium,2.5,325,55.95,750 mL,Wine description
Wine D,Country A,Brand B,Category C,Note C,13.1,Food Pairing A,Glassware C,Room Temperature,Sweet,Light,2.8,381,12.26,750 mL,Wine description
Wine B,Country B,Brand B,Category C,Note C,10.9,Food Pairing A,Glassware B,Chilled,Dry,Light,1.8,17,10.73,750 mL,Wine description
Wine E,Country B,Brand B,Category B,Note B,11.6,Food Pairing A,Glassware B,Cellar Temperature,Sweet,Light,1.6,394,77.5,750 mL,Wine description
Wine D,Country B,Brand C,Category B,Note B,12.8,Food Pairing B,Glassware C,Chilled,Dry,Full,4.5,76,16.65,750 mL,Wine description
Wine E,Country B,Brand C,Category B,Note C,14.0,Food Pairing B,Glassware B,Chilled,Dry,Medium,2.0,219,30.32,750 mL,Wine description
Wine E,Country A,Brand A,Category C,Note B,12.7,Food Pairing C,Glassware A,Chilled,Dry,Full,2.3,300,36.25,750 mL,Wine description
Wine B,Country A,Brand B,Category C,Note B,12.1,Food Pairing A,Glassware B,Room Temperature,Sweet,Light,1.6,213,56.22,750 mL,Wine description
Wine D,Country B,Brand A,Category C,Note A,13.2,Food Pairing C,Glassware B,Chilled,Sweet,Full,3.5,108,31.0,750 mL,Wine description
Wine E,Country C,Brand C,Category A,Note B,12.9,Food Pairing A,Glassware C,Chilled,Sweet,Medium,1.9,407,20.34,750 mL,Wine description
Wine A,Country C,Brand B,Category B,Note B,11.7,Food Pairing A,Glassware C,Cellar Temperature,Sweet,Full,4.9,22,57.92,750 mL,Wine description
Wine A,Country C,Brand B,Category A,Note B,12.9,Food Pairing C,Glassware C,Chilled,Dry,Full,2.0,378,65.18,750 mL,Wine description
Wine E,Country A,Brand B,Category A,Note C,14.9,Food Pairing A,Glassware C,Chilled,Dry,Light,4.0,346,66.73,750 mL,Wine description
Wine A,Country C,Brand B,Category C,Note C,11.7,Food Pairing A,Glassware B,Cellar Temperature,Dry,Full,2.5,453,53.41,750 mL,Wine description
Wine A,Country A,Brand B,Category A,Note A,10.9,Food Pairing B,Glassware B,Cellar Temperature,Sweet,Light,2.4,327,80.57,750 mL,Wine description
Wine B,Country A,Brand A,Category A,Note B,12.2,Food Pairing A,Glassware C,Room Temperature,Dry,Full,2.6,372,61.08,750 mL,Wine description
Wine D,Country B,Brand B,Category B,Note C,13.8,Food Pairing C,Glassware B,Chilled,Dry,Light,4.5,113,44.35,750 mL,Wine description
Wine B,Country A,Brand A,Category A,Note C,11.9,Food Pairing C,Glassware C,Chilled,Dry,Medium,3.8,443,17.22,750 mL,Wine description
Wine E,Country C,Brand C,Category C,Note B,11.9,Food Pairing B,Glassware B,Cellar Temperature,Dry,Full,1.8,149,31.57,750 mL,Wine description
Wine B,Country C,Brand B,Category C,Note A,13.7,Food Pairing A,Glassware C,Chilled,Sweet,Medium,4.7,472,15.77,750 mL,Wine description
Wine E,Country C,Brand A,Category B,Note A,13.1,Food Pairing B,Glassware C,Chilled,Sweet,Light,4.8,124,53.82,750 mL,Wine description
Wine B,Country A,Brand C,Category B,Note C,13.3,Food Pairing C,Glassware B,Chilled,Sweet,Medium,5.0,317,47.17,750 mL,Wine description
Wine C,Country C,Brand A,Category B,Note B,13.7,Food Pairing A,Glassware A,Room Temperature,Dry,Full,2.9,474,99.54,750 mL,Wine description
Wine B,Country B,Brand C,Category C,Note C,10.8,Food Pairing A,Glassware A,Chilled,Dry,Medium,2.7,54,70.39,750 mL,Wine description
Wine A,Country C,Brand B,Category B,Note C,10.8,Food Pairing B,Glassware C,Cellar Temperature,Sweet,Light,1.6,217,89.13,750 mL,Wine description
Wine C,Country A,Brand B,Category B,Note A,12.1,Food Pairing B,Glassware A,Room Temperature,Sweet,Full,4.1,403,21.11,750 mL,Wine description
Wine C,Country B,Brand A,Category C,Note B,14.7,Food Pairing B,Glassware A,Chilled,Dry,Medium,4.9,330,29.41,750 mL,Wine description
Wine E,Country B,Brand B,Category C,Note B,11.7,Food Pairing A,Glassware C,Cellar Temperature,Sweet,Light,4.5,38,50.87,750 mL,Wine description
Wine C,Country C,Brand C,Category A,Note C,13.7,Food Pairing B,Glassware A,Chilled,Sweet,Medium,2.3,441,19.54,750 mL,Wine description
Wine C,Country B,Brand B,Category C,Note A,14.3,Food Pairing C,Glassware A,Chilled,Dry,Medium,2.9,29,39.76,750 mL,Wine description
Wine B,Country C,Brand A,Category B,Note B,11.7,Food Pairing B,Glassware A,Room Temperature,Sweet,Medium,1.5,314,67.87,750 mL,Wine description
Wine D,Country B,Brand C,Category C,Note C,12.5,Food Pairing B,Glassware C,Chilled,Dry,Full,4.5,400,99.44,750 mL,Wine description
Wine B,Country B,Brand B,Category B,Note A,14.6,Food Pairing C,Glassware B,Chilled,Sweet,Light,4.7,324,10.23,750 mL,Wine description
Wine B,Country B,Brand C,Category C,Note C,13.4,Food Pairing B,Glassware B,Cellar Temperature,Dry,Full,1.3,373,58.51,750 mL,Wine description
Wine B,Country A,Brand C,Category A,Note B,10.4,Food Pairing B,Glassware C,Room Temperature,Dry,Medium,4.6,264,45.31,750 mL,Wine description
Wine D,Country C,Brand B,Category C,Note B,13.3,Food Pairing B,Glassware C,Cellar Temperature,Dry,Medium,3.4,29,49.47,750 mL,Wine description
Wine A,Country A,Brand B,Category B,Note A,13.6,Food Pairing B,Glassware A,Cellar Temperature,Dry,Light,1.4,354,46.61,750 mL,Wine description
Wine C,Country B,Brand A,Category B,Note C,12.7,Food Pairing A,Glassware B,Chilled,Sweet,Medium,3.3,428,32.63,750 mL,Wine description
Wine C,Country C,Brand B,Category C,Note C,12.2,Food Pairing A,Glassware B,Room Temperature,Sweet,Light,2.0,385,61.47,750 mL,Wine description
Wine C,Country B,Brand B,Category B,Note C,13.4,Food Pairing B,Glassware B,Room Temperature,Dry,Medium,2.4,462,13.98,750 mL,Wine description
Wine A,Country A,Brand A,Category B,Note A,13.4,Food Pairing A,Glassware C,Chilled,Sweet,Full,4.0,274,95.16,750 mL,Wine description
Wine D,Country A,Brand C,Category B,Note C,14.8,Food Pairing A,Glassware B,Cellar Temperature,Sweet,Light,1.9,247,97.15,750 mL,Wine description
Wine D,Country C,Brand A,Category C,Note B,12.5,Food Pairing B,Glassware A,Chilled,Dry,Medium,3.8,497,38.86,750 mL,Wine description
Wine C,Country B,Brand C,Category C,Note A,10.5,Food Pairing A,Glassware A,Room Temperature,Sweet,Medium,2.3,82,40.36,750 mL,Wine description
Wine B,Country C,Brand C,Category B,Note C,11.2,Food Pairing A,Glassware B,Chilled,Dry,Full,2.1,132,75.41,750 mL,Wine description
Wine E,Country B,Brand C,Category A,Note B,14.5,Food Pairing A,Glassware A,Chilled,Sweet,Full,1.6,432,55.13,750 mL,Wine description
Wine C,Country A,Brand C,Category B,Note C,14.2,Food Pairing A,Glassware A,Room Temperature,Sweet,Medium,1.4,431,16.23,750 mL,Wine description
Wine A,Country C,Brand A,Category A,Note A,12.1,Food Pairing C,Glassware C,Cellar Temperature,Sweet,Medium,1.7,56,87.62,750 mL,Wine description
Wine D,Country B,Brand C,Category C,Note C,11.2,Food Pairing C,Glassware A,Cellar Temperature,Dry,Medium,3.8,173,95.35,750 mL,Wine description
Wine E,Country C,Brand C,Category A,Note C,10.6,Food Pairing C,Glassware A,Chilled,Sweet,Full,3.7,345,76.53,750 mL,Wine description
Wine C,Country A,Brand C,Category C,Note B,13.8,Food Pairing A,Glassware B,Chilled,Dry,Full,2.9,107,60.05,750 mL,Wine description
Wine D,Country A,Brand A,Category B,Note C,10.5,Food Pairing A,Glassware B,Cellar Temperature,Dry,Medium,3.8,416,87.46,750 mL,Wine description
Wine E,Country A,Brand B,Category C,Note B,12.2,Food Pairing B,Glassware B,Chilled,Sweet,Light,4.2,37,63.09,750 mL,Wine description
Wine C,Country B,Brand B,Category A,Note B,13.3,Food Pairing A,Glassware A,Room Temperature,Sweet,Full,1.2,303,26.73,750 mL,Wine description
Wine A,Country C,Brand C,Category C,Note B,12.9,Food Pairing B,Glassware B,Room Temperature,Dry,Full,3.6,147,20.84,750 mL,Wine description
Wine A,Country A,Brand C,Category C,Note B,10.9,Food Pairing C,Glassware B,Room Temperature,Sweet,Full,4.4,169,60.07,750 mL,Wine description
Wine B,Country A,Brand C,Category A,Note A,13.1,Food Pairing B,Glassware C,Chilled,Dry,Full,2.8,481,75.5,750 mL,Wine description
Wine A,Country C,Brand A,Category C,Note A,10.9,Food Pairing C,Glassware A,Chilled,Sweet,Medium,4.0,242,27.56,750 mL,Wine description
Wine B,Country A,Brand B,Category B,Note C,12.5,Food Pairing C,Glassware C,Room Temperature,Dry,Medium,3.6,484,96.99,750 mL,Wine description
Wine D,Country A,Brand B,Category B,Note A,10.3,Food Pairing A,Glassware C,Room Temperature,Sweet,Full,4.6,299,58.6,750 mL,Wine description
Wine B,Country B,Brand A,Category B,Note A,10.0,Food Pairing B,Glassware B,Chilled,Sweet,Full,4.3,406,62.43,750 mL,Wine description
Wine D,Country C,Brand C,Category A,Note B,10.9,Food Pairing C,Glassware A,Chilled,Sweet,Full,4.5,370,86.25,750 mL,Wine description
Wine C,Country B,Brand A,Category A,Note B,14.1,Food Pairing A,Glassware A,Cellar Temperature,Sweet,Full,3.5,375,60.86,750 mL,Wine description
Wine B,Country C,Brand A,Category C,Note A,14.5,Food Pairing A,Glassware A,Chilled,Sweet,Full,1.1,238,52.51,750 mL,Wine description
Wine E,Country A,Brand A,Category C,Note C,14.5,Food Pairing B,Glassware C,Cellar Temperature,Dry,Medium,1.7,92,56.54,750 mL,Wine description
Wine B,Country A,Brand C,Category B,Note A,14.7,Food Pairing C,Glassware B,Cellar Temperature,Dry,Medium,1.6,143,33.49,750 mL,Wine description
Wine C,Country A,Brand C,Category A,Note A,14.2,Food Pairing C,Glassware A,Room Temperature,Dry,Full,1.5,238,87.78,750 mL,Wine description
Wine A,Country C,Brand C,Category C,Note C,10.8,Food Pairing B,Glassware C,Room Temperature,Dry,Full,3.9,343,23.5,750 mL,Wine description
Wine B,Country C,Brand B,Category B,Note B,10.6,Food Pairing B,Glassware A,Room Temperature,Sweet,Medium,1.7,130,53.1,750 mL,Wine description
Wine A,Country C,Brand C,Category A,Note A,12.4,Food Pairing B,Glassware A,Cellar Temperature,Sweet,Medium,1.7,360,40.46,750 mL,Wine description
Wine E,Country C,Brand A,Category C,Note A,14.0,Food Pairing A,Glassware B,Room Temperature,Dry,Full,2.1,436,32.84,750 mL,Wine description
Wine D,Country A,Brand A,Category C,Note B,12.4,Food Pairing B,Glassware C,Cellar Temperature,Dry,Full,2.3,281,12.89,750 mL,Wine description
Wine B,Country C,Brand A,Category C,Note B,12.0,Food Pairing C,Glassware A,Chilled,Sweet,Full,2.8,277,77.67,750 mL,Wine description
Wine C,Country C,Brand A,Category C,Note C,10.8,Food Pairing C,Glassware A,Cellar Temperature,Sweet,Light,1.5,79,38.84,750 mL,Wine description
Wine E,Country B,Brand C,Category B,Note A,10.1,Food Pairing B,Glassware B,Cellar Temperature,Dry,Full,1.1,319,52.04,750 mL,Wine description
Wine C,Country C,Brand B,Category A,Note C,12.5,Food Pairing B,Glassware C,Room Temperature,Dry,Light,2.2,69,99.24,750 mL,Wine description
Wine B,Country B,Brand A,Category B,Note A,10.3,Food Pairing A,Glassware B,Cellar Temperature,Dry,Light,2.3,226,81.45,750 mL,Wine description
Wine D,Country C,Brand B,Category C,Note C,14.8,Food Pairing B,Glassware B,Chilled,Dry,Full,4.6,100,49.09,750 mL,Wine description
Wine A,Country B,Brand A,Category A,Note C,13.8,Food Pairing C,Glassware C,Cellar Temperature,Sweet,Full,4.4,114,61.47,750 mL,Wine description
Wine A,Country C,Brand A,Category C,Note A,14.8,Food Pairing C,Glassware C,Cellar Temperature,Sweet,Medium,2.3,227,16.12,750 mL,Wine description
Wine A,Country A,Brand A,Category A,Note A,15.0,Food Pairing B,Glassware B,Room Temperature,Sweet,Medium,4.7,92,46.13,750 mL,Wine description
Wine D,Country B,Brand A,Category A,Note B,10.8,Food Pairing B,Glassware B,Room Temperature,Sweet,Medium,1.1,341,57.86,750 mL,Wine description
Wine C,Country B,Brand B,Category C,Note A,14.2,Food Pairing A,Glassware C,Room Temperature,Dry,Light,5.0,310,66.25,750 mL,Wine description
Wine E,Country B,Brand C,Category B,Note C,11.3,Food Pairing A,Glassware C,Room Temperature,Dry,Medium,4.4,434,56.79,750 mL,Wine description
Wine A,Country A,Brand B,Category B,Note C,13.6,Food Pairing B,Glassware A,Cellar Temperature,Dry,Medium,2.6,257,63.91,750 mL,Wine description
Wine D,Country A,Brand B,Category C,Note B,11.8,Food Pairing C,Glassware B,Room Temperature,Dry,Medium,2.4,221,24.29,750 mL,Wine description
Wine C,Country C,Brand B,Category B,Note B,12.9,Food Pairing A,Glassware A,Cellar Temperature,Sweet,Light,2.4,130,41.16,750 mL,Wine description
Wine B,Country C,Brand A,Category C,Note C,13.4,Food Pairing B,Glassware A,Chilled,Sweet,Light,1.4,207,33.23,750 mL,Wine description
Wine D,Country B,Brand C,Category A,Note B,12.2,Food Pairing C,Glassware B,Chilled,Dry,Light,3.8,415,37.94,750 mL,Wine description
Wine A,Country B,Brand B,Category C,Note A,14.6,Food Pairing B,Glassware B,Chilled,Dry,Medium,2.1,203,50.2,750 mL,Wine description
Wine E,Country C,Brand C,Category A,Note B,14.9,Food Pairing C,Glassware A,Room Temperature,Dry,Light,4.2,125,84.43,750 mL,Wine description
Wine E,Country C,Brand C,Category A,Note B,12.0,Food Pairing B,Glassware C,Chilled,Sweet,Full,3.9,420,89.13,750 mL,Wine description
Wine C,Country A,Brand C,Category B,Note A,11.7,Food Pairing C,Glassware C,Chilled,Dry,Light,1.8,249,30.07,750 mL,Wine description
Wine E,Country C,Brand C,Category B,Note C,10.2,Food Pairing B,Glassware A,Cellar Temperature,Sweet,Light,3.7,361,67.67,750 mL,Wine description
Wine E,Country B,Brand B,Category C,Note A,13.5,Food Pairing B,Glassware A,Cellar Temperature,Sweet,Full,2.8,448,22.47,750 mL,Wine description
Wine A,Country A,Brand A,Category C,Note A,11.4,Food Pairing C,Glassware C,Chilled,Dry,Light,4.8,376,37.56,750 mL,Wine description
Wine E,Country A,Brand C,Category A,Note B,13.7,Food Pairing B,Glassware A,Cellar Temperature,Dry,Full,3.4,262,85.77,750 mL,Wine description
Wine B,Country B,Brand C,Category B,Note A,11.4,Food Pairing B,Glassware C,Room Temperature,Sweet,Medium,1.4,168,11.66,750 mL,Wine description
Wine E,Country B,Brand C,Category C,Note A,13.3,Food Pairing A,Glassware B,Cellar Temperature,Sweet,Light,4.0,314,81.87,750 mL,Wine description
Wine B,Country C,Brand C,Category B,Note B,14.2,Food Pairing C,Glassware B,Room Temperature,Sweet,Medium,4.4,96,54.59,750 mL,Wine description
Wine B,Country B,Brand A,Category B,Note C,11.8,Food Pairing A,Glassware A,Chilled,Dry,Full,1.1,313,21.03,750 mL,Wine description
Wine B,Country B,Brand C,Category B,Note A,10.8,Food Pairing A,Glassware A,Room Temperature,Sweet,Light,4.4,288,57.86,750 mL,Wine description
Wine E,Country C,Brand A,Category C,Note A,14.7,Food Pairing A,Glassware A,Room Temperature,Sweet,Light,3.0,236,23.92,750 mL,Wine description
Wine C,Country A,Brand C,Category A,Note C,10.1,Food Pairing B,Glassware B,Chilled,Sweet,Light,2.9,451,62.47,750 mL,Wine description
Wine B,Country C,Brand A,Category B,Note A,13.5,Food Pairing A,Glassware C,Room Temperature,Sweet,Full,3.2,469,98.09,750 mL,Wine description
Wine A,Country C,Brand A,Category C,Note B,12.5,Food Pairing B,Glassware A,Chilled,Dry,Medium,4.1,121,66.47,750 mL,Wine description
Wine D,Country B,Brand B,Category A,Note C,14.4,Food Pairing C,Glassware A,Chilled,Dry,Light,3.9,285,21.05,750 mL,Wine description
Wine D,Country A,Brand C,Category A,Note C,14.9,Food Pairing C,Glassware B,Cellar Temperature,Sweet,Medium,4.7,134,74.85,750 mL,Wine description
Wine B,Country C,Brand C,Category A,Note C,12.3,Food Pairing C,Glassware B,Cellar Temperature,Dry,Medium,2.8,225,76.06,750 mL,Wine description
Wine E,Country C,Brand C,Category B,Note A,10.1,Food Pairing B,Glassware C,Room Temperature,Dry,Light,2.3,448,84.9,750 mL,Wine description
Wine E,Country C,Brand B,Category C,Note B,11.5,Food Pairing A,Glassware A,Room Temperature,Dry,Full,3.3,94,59.75,750 mL,Wine description
Wine C,Country A,Brand C,Category B,Note C,13.0,Food Pairing B,Glassware B,Room Temperature,Sweet,Light,2.8,376,54.18,750 mL,Wine description
Wine E,Country C,Brand B,Category A,Note C,14.3,Food Pairing A,Glassware B,Chilled,Dry,Medium,3.1,260,78.39,750 mL,Wine description
Wine C,Country C,Brand B,Category A,Note A,10.8,Food Pairing C,Glassware A,Cellar Temperature,Dry,Light,2.6,96,87.14,750 mL,Wine description
Wine B,Country C,Brand C,Category C,Note A,14.0,Food Pairing A,Glassware B,Room Temperature,Dry,Full,2.4,166,85.89,750 mL,Wine description
Wine C,Country C,Brand A,Category A,Note A,12.9,Food Pairing A,Glassware C,Chilled,Sweet,Full,1.3,102,60.16,750 mL,Wine description
Wine D,Country B,Brand C,Category A,Note B,10.2,Food Pairing C,Glassware A,Chilled,Dry,Medium,1.4,134,66.94,750 mL,Wine description
Wine E,Country A,Brand A,Category A,Note A,11.1,Food Pairing B,Glassware B,Cellar Temperature,Sweet,Full,1.4,278,31.92,750 mL,Wine description
Wine E,Country B,Brand C,Category C,Note B,11.0,Food Pairing B,Glassware B,Cellar Temperature,Dry,Light,1.9,247,24.28,750 mL,Wine description
Wine D,Country B,Brand A,Category C,Note A,12.6,Food Pairing B,Glassware B,Room Temperature,Dry,Medium,2.9,384,99.13,750 mL,Wine description
Wine B,Country C,Brand A,Category B,Note C,13.7,Food Pairing C,Glassware A,Chilled,Dry,Medium,3.3,74,74.13,750 mL,Wine description
Wine D,Country A,Brand A,Category C,Note A,11.8,Food Pairing B,Glassware A,Room Temperature,Sweet,Medium,4.5,273,51.51,750 mL,Wine description
Wine E,Country B,Brand B,Category B,Note B,13.5,Food Pairing A,Glassware A,Cellar Temperature,Dry,Medium,4.1,152,66.26,750 mL,Wine description
Wine B,Country A,Brand A,Category C,Note B,14.2,Food Pairing B,Glassware B,Chilled,Dry,Full,2.7,464,36.25,750 mL,Wine description
Wine C,Country C,Brand A,Category A,Note A,10.5,Food Pairing B,Glassware C,Chilled,Dry,Medium,3.5,129,52.45,750 mL,Wine description
Wine E,Country B,Brand B,Category C,Note C,10.8,Food Pairing B,Glassware C,Chilled,Sweet,Full,1.5,210,39.15,750 mL,Wine description
Wine A,Country A,Brand C,Category B,Note C,11.3,Food Pairing B,Glassware B,Cellar Temperature,Sweet,Medium,2.7,475,94.91,750 mL,Wine description
Wine B,Country B,Brand B,Category C,Note B,10.5,Food Pairing B,Glassware C,Cellar Temperature,Dry,Full,2.5,483,58.0,750 mL,Wine description
Wine B,Country A,Brand B,Category C,Note A,13.2,Food Pairing A,Glassware A,Chilled,Dry,Light,2.2,201,53.11,750 mL,Wine description
Wine E,Country C,Brand A,Category C,Note B,13.8,Food Pairing C,Glassware B,Room Temperature,Dry,Full,2.6,392,57.57,750 mL,Wine description
Wine E,Country A,Brand A,Category C,Note C,12.4,Food Pairing A,Glassware B,Cellar Temperature,Sweet,Light,4.2,191,35.74,750 mL,Wine description
Wine E,Country A,Brand C,Category B,Note B,10.1,Food Pairing A,Glassware B,Cellar Temperature,Dry,Medium,1.7,15,58.11,750 mL,Wine description
Wine C,Country B,Brand C,Category A,Note A,13.4,Food Pairing A,Glassware C,Chilled,Sweet,Light,3.0,116,20.18,750 mL,Wine description
Wine E,Country B,Brand B,Category C,Note B,13.8,Food Pairing A,Glassware A,Room Temperature,Dry,Light,4.4,471,81.82,750 mL,Wine description
Wine A,Country C,Brand C,Category A,Note B,13.6,Food Pairing B,Glassware B,Room Temperature,Sweet,Full,1.1,368,99.02,750 mL,Wine description
Wine C,Country B,Brand B,Category C,Note C,10.9,Food Pairing C,Glassware C,Chilled,Sweet,Light,3.2,300,49.56,750 mL,Wine description
Wine C,Country B,Brand A,Category B,Note C,13.2,Food Pairing A,Glassware C,Room Temperature,Sweet,Full,4.0,11,36.14,750 mL,Wine description
Wine C,Country C,Brand B,Category C,Note B,13.2,Food Pairing A,Glassware A,Chilled,Dry,Light,2.7,260,49.26,750 mL,Wine description
